"","model","measure","threshold","perf"
"1677","Logistic","tp",0.6,110
"1678","Logistic","tp",0.61,110
"1679","Logistic","tp",0.62,110
"1680","Logistic","tp",0.63,108.5
"1681","Logistic","tp",0.64,107
"1682","Logistic","tp",0.65,107
"1683","Logistic","tp",0.66,107
"1684","Logistic","tp",0.67,103.5
"1685","Logistic","tp",0.68,103
"1686","Logistic","tp",0.69,100.5
"1687","Logistic","tp",0.7,100
"1688","Logistic","tp",0.71,100
"1689","Logistic","tp",0.72,99.5
"1690","Logistic","tp",0.73,97.5
"1691","Logistic","tp",0.74,97
"1692","Logistic","tp",0.75,95.5
"1693","Logistic","tp",0.76,95
"1694","Logistic","tp",0.77,93.5
"1695","Logistic","tp",0.78,92
"1696","Logistic","tp",0.79,92
"1697","Logistic","tp",0.8,92
"1698","Logistic","tp",0.81,92
"1699","Logistic","tp",0.82,89.5
"1700","Logistic","tp",0.83,88
"1701","Logistic","tp",0.84,86.5
"1702","Logistic","tp",0.85,82
"1703","Logistic","tp",0.86,79
"1704","Logistic","tp",0.87,67
"1705","Logistic","tp",0.88,53
"1706","Logistic","tp",0.89,47.5
"1707","Logistic","tp",0.9,43
"1708","Logistic","tp",0.91,30
"1709","Logistic","tp",0.92,20.5
"1710","Logistic","tp",0.93,16.5
"1711","Logistic","tp",0.94,13
"1712","Logistic","tp",0.95,7
"1713","Logistic","tp",0.96,4
"1714","Logistic","tp",0.97,1.5
"1715","Logistic","tp",0.98,1
"1716","Logistic","tp",0.99,0.5
"1717","Logistic","tp",1,0
"1718","Logistic","tpr",0,1
"1719","Logistic","tpr",0.01,1
"1720","Logistic","tpr",0.02,1
"1721","Logistic","tpr",0.03,1
"1722","Logistic","tpr",0.04,1
"1723","Logistic","tpr",0.05,1
"1724","Logistic","tpr",0.06,1
"1725","Logistic","tpr",0.07,1
"1726","Logistic","tpr",0.08,0.99
"1727","Logistic","tpr",0.09,0.99
"1728","Logistic","tpr",0.1,0.99
"1729","Logistic","tpr",0.11,0.99
"1730","Logistic","tpr",0.12,0.99
"1731","Logistic","tpr",0.13,0.99
"1732","Logistic","tpr",0.14,0.99
"1733","Logistic","tpr",0.15,0.99
"1734","Logistic","tpr",0.16,0.99
"1735","Logistic","tpr",0.17,0.99
"1736","Logistic","tpr",0.18,0.99
"1737","Logistic","tpr",0.19,0.99
"1738","Logistic","tpr",0.2,0.99
"1739","Logistic","tpr",0.21,0.99
"1740","Logistic","tpr",0.22,0.99
"1741","Logistic","tpr",0.23,0.975
"1742","Logistic","tpr",0.24,0.97
"1743","Logistic","tpr",0.25,0.97
"1744","Logistic","tpr",0.26,0.97
"1745","Logistic","tpr",0.27,0.97
"1746","Logistic","tpr",0.28,0.97
"1747","Logistic","tpr",0.29,0.97
"1748","Logistic","tpr",0.3,0.965
"1749","Logistic","tpr",0.31,0.96
"1750","Logistic","tpr",0.32,0.95
"1751","Logistic","tpr",0.33,0.95
"1752","Logistic","tpr",0.34,0.95
"1753","Logistic","tpr",0.35,0.945
"1754","Logistic","tpr",0.36,0.93
"1755","Logistic","tpr",0.37,0.93
"1756","Logistic","tpr",0.38,0.93
"1757","Logistic","tpr",0.39,0.92
"1758","Logistic","tpr",0.4,0.91
"1759","Logistic","tpr",0.41,0.895
"1760","Logistic","tpr",0.42,0.89
"1761","Logistic","tpr",0.43,0.89
"1762","Logistic","tpr",0.44,0.88
"1763","Logistic","tpr",0.45,0.88
"1764","Logistic","tpr",0.46,0.88
"1765","Logistic","tpr",0.47,0.88
"1766","Logistic","tpr",0.48,0.88
"1767","Logistic","tpr",0.49,0.87
"1768","Logistic","tpr",0.5,0.855
"1769","Logistic","tpr",0.51,0.84
"1770","Logistic","tpr",0.52,0.825
"1771","Logistic","tpr",0.53,0.82
"1772","Logistic","tpr",0.54,0.82
"1773","Logistic","tpr",0.55,0.82
"1774","Logistic","tpr",0.56,0.81
"1775","Logistic","tpr",0.57,0.81
"1776","Logistic","tpr",0.58,0.81
"1777","Logistic","tpr",0.59,0.8
"1778","Logistic","tpr",0.6,0.8
"1779","Logistic","tpr",0.61,0.8
"1780","Logistic","tpr",0.62,0.8
"1781","Logistic","tpr",0.63,0.795
"1782","Logistic","tpr",0.64,0.78
"1783","Logistic","tpr",0.65,0.78
"1784","Logistic","tpr",0.66,0.78
"1785","Logistic","tpr",0.67,0.755
"1786","Logistic","tpr",0.68,0.75
"1787","Logistic","tpr",0.69,0.735
"1788","Logistic","tpr",0.7,0.73
"1789","Logistic","tpr",0.71,0.73
"1790","Logistic","tpr",0.72,0.725
"1791","Logistic","tpr",0.73,0.715
"1792","Logistic","tpr",0.74,0.71
"1793","Logistic","tpr",0.75,0.695
"1794","Logistic","tpr",0.76,0.69
"1795","Logistic","tpr",0.77,0.685
"1796","Logistic","tpr",0.78,0.67
"1797","Logistic","tpr",0.79,0.67
"1798","Logistic","tpr",0.8,0.67
"1799","Logistic","tpr",0.81,0.67
"1800","Logistic","tpr",0.82,0.655
"1801","Logistic","tpr",0.83,0.645
"1802","Logistic","tpr",0.84,0.635
"1803","Logistic","tpr",0.85,0.6
"1804","Logistic","tpr",0.86,0.575
"1805","Logistic","tpr",0.87,0.49
"1806","Logistic","tpr",0.88,0.385
"1807","Logistic","tpr",0.89,0.35
"1808","Logistic","tpr",0.9,0.31
"1809","Logistic","tpr",0.91,0.22
"1810","Logistic","tpr",0.92,0.15
"1811","Logistic","tpr",0.93,0.12
"1812","Logistic","tpr",0.94,0.095
"1813","Logistic","tpr",0.95,0.05
"1814","Logistic","tpr",0.96,0.03
"1815","Logistic","tpr",0.97,0.01
"1816","Logistic","tpr",0.98,0.01
"1817","Logistic","tpr",0.99,0.005
"1818","Logistic","tpr",1,0
"1819","RF","fn",0,0
"1820","RF","fn",0.01,0
"1821","RF","fn",0.02,0
"1822","RF","fn",0.03,0
"1823","RF","fn",0.04,0
"1824","RF","fn",0.05,0
"1825","RF","fn",0.06,0
"1826","RF","fn",0.07,0
"1827","RF","fn",0.08,0
"1828","RF","fn",0.09,0
"1829","RF","fn",0.1,0
"1830","RF","fn",0.11,0
"1831","RF","fn",0.12,0
"1832","RF","fn",0.13,0
"1833","RF","fn",0.14,0
"1834","RF","fn",0.15,0
"1835","RF","fn",0.16,0
"1836","RF","fn",0.17,0
"1837","RF","fn",0.18,0
"1838","RF","fn",0.19,0
"1839","RF","fn",0.2,0
"1840","RF","fn",0.21,0
"1841","RF","fn",0.22,0
"1842","RF","fn",0.23,0
"1843","RF","fn",0.24,0
"1844","RF","fn",0.25,0
"1845","RF","fn",0.26,0
"1846","RF","fn",0.27,0
"1847","RF","fn",0.28,0
"1848","RF","fn",0.29,0
"1849","RF","fn",0.3,0
"1850","RF","fn",0.31,0
"1851","RF","fn",0.32,0
"1852","RF","fn",0.33,0
"1853","RF","fn",0.34,0
"1854","RF","fn",0.35,0
"1855","RF","fn",0.36,0
"1856","RF","fn",0.37,0
"1857","RF","fn",0.38,0
"1858","RF","fn",0.39,0.5
"1859","RF","fn",0.4,1
"1860","RF","fn",0.41,1
"1861","RF","fn",0.42,1
"1862","RF","fn",0.43,1
"1863","RF","fn",0.44,1
"1864","RF","fn",0.45,1
"1865","RF","fn",0.46,1
"1866","RF","fn",0.47,1
"1867","RF","fn",0.48,1
"1868","RF","fn",0.49,2.5
"1869","RF","fn",0.5,3
"1870","RF","fn",0.51,4
"1871","RF","fn",0.52,5
"1872","RF","fn",0.53,5
"1873","RF","fn",0.54,5
"1874","RF","fn",0.55,5
"1875","RF","fn",0.56,6
"1876","RF","fn",0.57,7
"1877","RF","fn",0.58,7
"1878","RF","fn",0.59,7
"1879","RF","fn",0.6,7
"1880","RF","fn",0.61,7
"1881","RF","fn",0.62,8
"1882","RF","fn",0.63,8
"1883","RF","fn",0.64,8
"1884","RF","fn",0.65,8.5
"1885","RF","fn",0.66,9
"1886","RF","fn",0.67,9
"1887","RF","fn",0.68,9
"1888","RF","fn",0.69,9.5
"1889","RF","fn",0.7,10.5
"1890","RF","fn",0.71,11
"1891","RF","fn",0.72,11
"1892","RF","fn",0.73,11
"1893","RF","fn",0.74,12
"1894","RF","fn",0.75,13
"1895","RF","fn",0.76,14
"1896","RF","fn",0.77,16
"1897","RF","fn",0.78,16
"1898","RF","fn",0.79,16.5
"1899","RF","fn",0.8,18.5
"1900","RF","fn",0.81,19.5
"1901","RF","fn",0.82,23
"1902","RF","fn",0.83,23
"1903","RF","fn",0.84,24.5
"1904","RF","fn",0.85,28
"1905","RF","fn",0.86,31
"1906","RF","fn",0.87,33.5
"1907","RF","fn",0.88,34.5
"1908","RF","fn",0.89,37
"1909","RF","fn",0.9,41
"1910","RF","fn",0.91,41.5
"1911","RF","fn",0.92,45
"1912","RF","fn",0.93,46
"1913","RF","fn",0.94,49.5
"1914","RF","fn",0.95,52.5
"1915","RF","fn",0.96,59.5
"1916","RF","fn",0.97,65.5
"1917","RF","fn",0.98,78.5
"1918","RF","fn",0.99,97
"1919","RF","fn",1,137
"1920","RF","fp",0,86
"1921","RF","fp",0.01,75
"1922","RF","fp",0.02,66.5
"1923","RF","fp",0.03,59
"1924","RF","fp",0.04,55
"1925","RF","fp",0.05,50.5
"1926","RF","fp",0.06,49.5
"1927","RF","fp",0.07,47
"1928","RF","fp",0.08,43
"1929","RF","fp",0.09,39.5
"1930","RF","fp",0.1,36
"1931","RF","fp",0.11,35
"1932","RF","fp",0.12,34.5
"1933","RF","fp",0.13,33
"1934","RF","fp",0.14,32
"1935","RF","fp",0.15,30.5
"1936","RF","fp",0.16,29
"1937","RF","fp",0.17,28.5
"1938","RF","fp",0.18,28
"1939","RF","fp",0.19,28
"1940","RF","fp",0.2,28
"1941","RF","fp",0.21,27.5
"1942","RF","fp",0.22,27
"1943","RF","fp",0.23,27
"1944","RF","fp",0.24,27
"1945","RF","fp",0.25,27
"1946","RF","fp",0.26,26
"1947","RF","fp",0.27,26
"1948","RF","fp",0.28,25.5
"1949","RF","fp",0.29,25
"1950","RF","fp",0.3,24.5
"1951","RF","fp",0.31,24
"1952","RF","fp",0.32,23
"1953","RF","fp",0.33,23
"1954","RF","fp",0.34,22.5
"1955","RF","fp",0.35,22
"1956","RF","fp",0.36,22
"1957","RF","fp",0.37,22
"1958","RF","fp",0.38,20.5
"1959","RF","fp",0.39,20
"1960","RF","fp",0.4,20
"1961","RF","fp",0.41,19.5
"1962","RF","fp",0.42,17
"1963","RF","fp",0.43,16.5
"1964","RF","fp",0.44,16
"1965","RF","fp",0.45,14
"1966","RF","fp",0.46,14
"1967","RF","fp",0.47,13
"1968","RF","fp",0.48,11.5
"1969","RF","fp",0.49,10.5
"1970","RF","fp",0.5,10
"1971","RF","fp",0.51,10
"1972","RF","fp",0.52,9.5
"1973","RF","fp",0.53,8.5
"1974","RF","fp",0.54,8
"1975","RF","fp",0.55,8
"1976","RF","fp",0.56,7
"1977","RF","fp",0.57,6
"1978","RF","fp",0.58,6
"1979","RF","fp",0.59,6
"1980","RF","fp",0.6,6
"1981","RF","fp",0.61,5
"1982","RF","fp",0.62,5
"1983","RF","fp",0.63,5
"1984","RF","fp",0.64,5
"1985","RF","fp",0.65,4
"1986","RF","fp",0.66,4
"1987","RF","fp",0.67,4
"1988","RF","fp",0.68,4
"1989","RF","fp",0.69,4
"1990","RF","fp",0.7,3
"1991","RF","fp",0.71,3
"1992","RF","fp",0.72,3
"1993","RF","fp",0.73,3
"1994","RF","fp",0.74,3
"1995","RF","fp",0.75,3
"1996","RF","fp",0.76,3
"1997","RF","fp",0.77,3
"1998","RF","fp",0.78,3
"1999","RF","fp",0.79,3
"2000","RF","fp",0.8,3
"2001","RF","fp",0.81,2.5
"2002","RF","fp",0.82,2
"2003","RF","fp",0.83,2
"2004","RF","fp",0.84,2
"2005","RF","fp",0.85,1
"2006","RF","fp",0.86,1
"2007","RF","fp",0.87,1
"2008","RF","fp",0.88,1
"2009","RF","fp",0.89,1
"2010","RF","fp",0.9,1
"2011","RF","fp",0.91,1
"2012","RF","fp",0.92,1
"2013","RF","fp",0.93,1
"2014","RF","fp",0.94,1
"2015","RF","fp",0.95,1
"2016","RF","fp",0.96,1
"2017","RF","fp",0.97,0.5
"2018","RF","fp",0.98,0
"2019","RF","fp",0.99,0
"2020","RF","fp",1,0
"2021","RF","ppv",0,0.61
"2022","RF","ppv",0.01,0.65
"2023","RF","ppv",0.02,0.675
"2024","RF","ppv",0.03,0.7
"2025","RF","ppv",0.04,0.715
"2026","RF","ppv",0.05,0.73
"2027","RF","ppv",0.06,0.735
"2028","RF","ppv",0.07,0.745
"2029","RF","ppv",0.08,0.765
"2030","RF","ppv",0.09,0.78
"2031","RF","ppv",0.1,0.79
"2032","RF","ppv",0.11,0.8
"2033","RF","ppv",0.12,0.8
"2034","RF","ppv",0.13,0.81
"2035","RF","ppv",0.14,0.81
"2036","RF","ppv",0.15,0.82
"2037","RF","ppv",0.16,0.83
"2038","RF","ppv",0.17,0.83
"2039","RF","ppv",0.18,0.83
"2040","RF","ppv",0.19,0.83
"2041","RF","ppv",0.2,0.83
"2042","RF","ppv",0.21,0.835
"2043","RF","ppv",0.22,0.84
"2044","RF","ppv",0.23,0.84
"2045","RF","ppv",0.24,0.84
"2046","RF","ppv",0.25,0.84
"2047","RF","ppv",0.26,0.84
"2048","RF","ppv",0.27,0.84
"2049","RF","ppv",0.28,0.845
"2050","RF","ppv",0.29,0.85
"2051","RF","ppv",0.3,0.85
"2052","RF","ppv",0.31,0.85
"2053","RF","ppv",0.32,0.86
"2054","RF","ppv",0.33,0.86
"2055","RF","ppv",0.34,0.86
"2056","RF","ppv",0.35,0.86
"2057","RF","ppv",0.36,0.86
"2058","RF","ppv",0.37,0.86
"2059","RF","ppv",0.38,0.87
"2060","RF","ppv",0.39,0.87
"2061","RF","ppv",0.4,0.87
"2062","RF","ppv",0.41,0.875
"2063","RF","ppv",0.42,0.89
"2064","RF","ppv",0.43,0.89
"2065","RF","ppv",0.44,0.89
"2066","RF","ppv",0.45,0.91
"2067","RF","ppv",0.46,0.91
"2068","RF","ppv",0.47,0.915
"2069","RF","ppv",0.48,0.925
"2070","RF","ppv",0.49,0.925
"2071","RF","ppv",0.5,0.93
"2072","RF","ppv",0.51,0.93
"2073","RF","ppv",0.52,0.935
"2074","RF","ppv",0.53,0.94
"2075","RF","ppv",0.54,0.94
"2076","RF","ppv",0.55,0.94
"2077","RF","ppv",0.56,0.95
"2078","RF","ppv",0.57,0.96
"2079","RF","ppv",0.58,0.96
"2080","RF","ppv",0.59,0.96
"2081","RF","ppv",0.6,0.96
"2082","RF","ppv",0.61,0.96
"2083","RF","ppv",0.62,0.96
"2084","RF","ppv",0.63,0.96
"2085","RF","ppv",0.64,0.96
"2086","RF","ppv",0.65,0.97
"2087","RF","ppv",0.66,0.97
"2088","RF","ppv",0.67,0.97
"2089","RF","ppv",0.68,0.97
"2090","RF","ppv",0.69,0.97
"2091","RF","ppv",0.7,0.98
"2092","RF","ppv",0.71,0.98
"2093","RF","ppv",0.72,0.98
"2094","RF","ppv",0.73,0.98
"2095","RF","ppv",0.74,0.98
"2096","RF","ppv",0.75,0.98
"2097","RF","ppv",0.76,0.98
"2098","RF","ppv",0.77,0.98
"2099","RF","ppv",0.78,0.98
"2100","RF","ppv",0.79,0.98
"2101","RF","ppv",0.8,0.98
"2102","RF","ppv",0.81,0.98
"2103","RF","ppv",0.82,0.98
"2104","RF","ppv",0.83,0.98
"2105","RF","ppv",0.84,0.98
"2106","RF","ppv",0.85,0.99
"2107","RF","ppv",0.86,0.99
"2108","RF","ppv",0.87,0.99
"2109","RF","ppv",0.88,0.99
"2110","RF","ppv",0.89,0.99
"2111","RF","ppv",0.9,0.99
"2112","RF","ppv",0.91,0.99
"2113","RF","ppv",0.92,0.99
"2114","RF","ppv",0.93,0.99
"2115","RF","ppv",0.94,0.99
"2116","RF","ppv",0.95,0.99
"2117","RF","ppv",0.96,0.99
"2118","RF","ppv",0.97,0.995
"2119","RF","ppv",0.98,1
"2120","RF","ppv",0.99,1
"2121","RF","ppv",1,1
"2122","RF","tn",0,0
"2123","RF","tn",0.01,11
"2124","RF","tn",0.02,19.5
"2125","RF","tn",0.03,27
"2126","RF","tn",0.04,31
"2127","RF","tn",0.05,35.5
"2128","RF","tn",0.06,36.5
"2129","RF","tn",0.07,39
"2130","RF","tn",0.08,43
"2131","RF","tn",0.09,46.5
"2132","RF","tn",0.1,50
"2133","RF","tn",0.11,51
"2134","RF","tn",0.12,51.5
"2135","RF","tn",0.13,53
"2136","RF","tn",0.14,54
"2137","RF","tn",0.15,55.5
"2138","RF","tn",0.16,57
"2139","RF","tn",0.17,57.5
"2140","RF","tn",0.18,58
"2141","RF","tn",0.19,58
"2142","RF","tn",0.2,58
"2143","RF","tn",0.21,58.5
"2144","RF","tn",0.22,59
"2145","RF","tn",0.23,59
"2146","RF","tn",0.24,59
"2147","RF","tn",0.25,59
"2148","RF","tn",0.26,60
"2149","RF","tn",0.27,60
"2150","RF","tn",0.28,60.5
"2151","RF","tn",0.29,61
"2152","RF","tn",0.3,61.5
"2153","RF","tn",0.31,62
"2154","RF","tn",0.32,63
"2155","RF","tn",0.33,63
"2156","RF","tn",0.34,63.5
"2157","RF","tn",0.35,64
"2158","RF","tn",0.36,64
"2159","RF","tn",0.37,64
"2160","RF","tn",0.38,65.5
"2161","RF","tn",0.39,66
"2162","RF","tn",0.4,66
"2163","RF","tn",0.41,66.5
"2164","RF","tn",0.42,69
"2165","RF","tn",0.43,69.5
"2166","RF","tn",0.44,70
"2167","RF","tn",0.45,72
"2168","RF","tn",0.46,72
"2169","RF","tn",0.47,73
"2170","RF","tn",0.48,74.5
"2171","RF","tn",0.49,75.5
"2172","RF","tn",0.5,76
"2173","RF","tn",0.51,76
"2174","RF","tn",0.52,76.5
"2175","RF","tn",0.53,77.5
"2176","RF","tn",0.54,78
"2177","RF","tn",0.55,78
"2178","RF","tn",0.56,79
"2179","RF","tn",0.57,80
"2180","RF","tn",0.58,80
"2181","RF","tn",0.59,80
"2182","RF","tn",0.6,80
"2183","RF","tn",0.61,81
"2184","RF","tn",0.62,81
"2185","RF","tn",0.63,81
"2186","RF","tn",0.64,81
"2187","RF","tn",0.65,82
"2188","RF","tn",0.66,82
"2189","RF","tn",0.67,82
"2190","RF","tn",0.68,82
"2191","RF","tn",0.69,82
"2192","RF","tn",0.7,83
"2193","RF","tn",0.71,83
"2194","RF","tn",0.72,83
"2195","RF","tn",0.73,83
"2196","RF","tn",0.74,83
"2197","RF","tn",0.75,83
"2198","RF","tn",0.76,83
"2199","RF","tn",0.77,83
"2200","RF","tn",0.78,83
"2201","RF","tn",0.79,83
"2202","RF","tn",0.8,83
"2203","RF","tn",0.81,83.5
"2204","RF","tn",0.82,84
"2205","RF","tn",0.83,84
"2206","RF","tn",0.84,84
"2207","RF","tn",0.85,85
"2208","RF","tn",0.86,85
"2209","RF","tn",0.87,85
"2210","RF","tn",0.88,85
"2211","RF","tn",0.89,85
"2212","RF","tn",0.9,85
"2213","RF","tn",0.91,85
"2214","RF","tn",0.92,85
"2215","RF","tn",0.93,85
"2216","RF","tn",0.94,85
"2217","RF","tn",0.95,85
"2218","RF","tn",0.96,85
"2219","RF","tn",0.97,85.5
"2220","RF","tn",0.98,86
"2221","RF","tn",0.99,86
"2222","RF","tn",1,86
"2223","RF","tp",0,137
"2224","RF","tp",0.01,137
"2225","RF","tp",0.02,137
"2226","RF","tp",0.03,137
"2227","RF","tp",0.04,137
"2228","RF","tp",0.05,137
"2229","RF","tp",0.06,137
"2230","RF","tp",0.07,137
"2231","RF","tp",0.08,137
"2232","RF","tp",0.09,137
"2233","RF","tp",0.1,137
"2234","RF","tp",0.11,137
"2235","RF","tp",0.12,137
"2236","RF","tp",0.13,137
"2237","RF","tp",0.14,137
"2238","RF","tp",0.15,137
"2239","RF","tp",0.16,137
"2240","RF","tp",0.17,137
"2241","RF","tp",0.18,137
"2242","RF","tp",0.19,137
"2243","RF","tp",0.2,137
"2244","RF","tp",0.21,137
"2245","RF","tp",0.22,137
"2246","RF","tp",0.23,137
"2247","RF","tp",0.24,137
"2248","RF","tp",0.25,137
"2249","RF","tp",0.26,137
"2250","RF","tp",0.27,137
"2251","RF","tp",0.28,137
"2252","RF","tp",0.29,137
"2253","RF","tp",0.3,137
"2254","RF","tp",0.31,137
"2255","RF","tp",0.32,137
"2256","RF","tp",0.33,137
"2257","RF","tp",0.34,137
"2258","RF","tp",0.35,137
"2259","RF","tp",0.36,137
"2260","RF","tp",0.37,137
"2261","RF","tp",0.38,137
"2262","RF","tp",0.39,136.5
"2263","RF","tp",0.4,136
"2264","RF","tp",0.41,136
"2265","RF","tp",0.42,136
"2266","RF","tp",0.43,136
"2267","RF","tp",0.44,136
"2268","RF","tp",0.45,136
"2269","RF","tp",0.46,136
"2270","RF","tp",0.47,136
"2271","RF","tp",0.48,136
"2272","RF","tp",0.49,134.5
"2273","RF","tp",0.5,134
"2274","RF","tp",0.51,133
"2275","RF","tp",0.52,132
"2276","RF","tp",0.53,132
"2277","RF","tp",0.54,132
"2278","RF","tp",0.55,132
"2279","RF","tp",0.56,131
"2280","RF","tp",0.57,130
"2281","RF","tp",0.58,130
"2282","RF","tp",0.59,130
"2283","RF","tp",0.6,130
"2284","RF","tp",0.61,130
"2285","RF","tp",0.62,129
"2286","RF","tp",0.63,129
"2287","RF","tp",0.64,129
"2288","RF","tp",0.65,128.5
"2289","RF","tp",0.66,128
"2290","RF","tp",0.67,128
"2291","RF","tp",0.68,128
"2292","RF","tp",0.69,127.5
"2293","RF","tp",0.7,126.5
"2294","RF","tp",0.71,126
"2295","RF","tp",0.72,126
"2296","RF","tp",0.73,126
"2297","RF","tp",0.74,125
"2298","RF","tp",0.75,124
"2299","RF","tp",0.76,123
"2300","RF","tp",0.77,121
"2301","RF","tp",0.78,121
"2302","RF","tp",0.79,120.5
"2303","RF","tp",0.8,118.5
"2304","RF","tp",0.81,117.5
"2305","RF","tp",0.82,114
"2306","RF","tp",0.83,114
"2307","RF","tp",0.84,112.5
"2308","RF","tp",0.85,109
"2309","RF","tp",0.86,106
"2310","RF","tp",0.87,103.5
"2311","RF","tp",0.88,102.5
"2312","RF","tp",0.89,100
"2313","RF","tp",0.9,96
"2314","RF","tp",0.91,95.5
"2315","RF","tp",0.92,92
"2316","RF","tp",0.93,91
"2317","RF","tp",0.94,87.5
"2318","RF","tp",0.95,84.5
"2319","RF","tp",0.96,77.5
"2320","RF","tp",0.97,71.5
"2321","RF","tp",0.98,58.5
"2322","RF","tp",0.99,40
"2323","RF","tp",1,0
"2324","RF","tpr",0,1
"2325","RF","tpr",0.01,1
"2326","RF","tpr",0.02,1
"2327","RF","tpr",0.03,1
"2328","RF","tpr",0.04,1
"2329","RF","tpr",0.05,1
"2330","RF","tpr",0.06,1
"2331","RF","tpr",0.07,1
"2332","RF","tpr",0.08,1
"2333","RF","tpr",0.09,1
"2334","RF","tpr",0.1,1
"2335","RF","tpr",0.11,1
"2336","RF","tpr",0.12,1
"2337","RF","tpr",0.13,1
"2338","RF","tpr",0.14,1
"2339","RF","tpr",0.15,1
"2340","RF","tpr",0.16,1
"2341","RF","tpr",0.17,1
"2342","RF","tpr",0.18,1
"2343","RF","tpr",0.19,1
"2344","RF","tpr",0.2,1
"2345","RF","tpr",0.21,1
"2346","RF","tpr",0.22,1
"2347","RF","tpr",0.23,1
"2348","RF","tpr",0.24,1
"2349","RF","tpr",0.25,1
