"","model","fpr","tpr","threshold"
"1","RF",1,1,"0"
"2","RF",0.837209302325581,1,"0.0101010101010101"
"3","RF",0.755813953488372,1,"0.0202020202020202"
"4","RF",0.674418604651163,1,"0.0303030303030303"
"5","RF",0.627906976744186,1,"0.0404040404040404"
"6","RF",0.581395348837209,1,"0.0505050505050505"
"7","RF",0.569767441860465,1,"0.0606060606060606"
"8","RF",0.523255813953488,1,"0.0707070707070707"
"9","RF",0.488372093023256,1,"0.0808080808080808"
"10","RF",0.430232558139535,1,"0.0909090909090909"
"11","RF",0.418604651162791,1,"0.101010101010101"
"12","RF",0.406976744186047,1,"0.111111111111111"
"13","RF",0.395348837209302,1,"0.121212121212121"
"14","RF",0.383720930232558,1,"0.131313131313131"
"15","RF",0.372093023255814,1,"0.141414141414141"
"16","RF",0.337209302325581,1,"0.151515151515152"
"17","RF",0.337209302325581,1,"0.161616161616162"
"18","RF",0.325581395348837,1,"0.171717171717172"
"19","RF",0.325581395348837,1,"0.181818181818182"
"20","RF",0.325581395348837,1,"0.191919191919192"
"21","RF",0.325581395348837,1,"0.202020202020202"
"22","RF",0.313953488372093,1,"0.212121212121212"
"23","RF",0.313953488372093,1,"0.222222222222222"
"24","RF",0.313953488372093,1,"0.232323232323232"
"25","RF",0.313953488372093,1,"0.242424242424242"
"26","RF",0.302325581395349,1,"0.252525252525253"
"27","RF",0.302325581395349,1,"0.262626262626263"
"28","RF",0.302325581395349,1,"0.272727272727273"
"29","RF",0.290697674418605,1,"0.282828282828283"
"30","RF",0.290697674418605,1,"0.292929292929293"
"31","RF",0.27906976744186,1,"0.303030303030303"
"32","RF",0.267441860465116,1,"0.313131313131313"
"33","RF",0.267441860465116,1,"0.323232323232323"
"34","RF",0.267441860465116,1,"0.333333333333333"
"35","RF",0.255813953488372,1,"0.343434343434343"
"36","RF",0.255813953488372,1,"0.353535353535354"
"37","RF",0.255813953488372,1,"0.363636363636364"
"38","RF",0.255813953488372,1,"0.373737373737374"
"39","RF",0.232558139534884,1,"0.383838383838384"
"40","RF",0.232558139534884,0.992700729927007,"0.393939393939394"
"41","RF",0.232558139534884,0.992700729927007,"0.404040404040404"
"42","RF",0.209302325581395,0.992700729927007,"0.414141414141414"
"43","RF",0.197674418604651,0.992700729927007,"0.424242424242424"
"44","RF",0.186046511627907,0.992700729927007,"0.434343434343434"
"45","RF",0.174418604651163,0.992700729927007,"0.444444444444444"
"46","RF",0.162790697674419,0.992700729927007,"0.454545454545455"
"47","RF",0.162790697674419,0.992700729927007,"0.464646464646465"
"48","RF",0.13953488372093,0.992700729927007,"0.474747474747475"
"49","RF",0.127906976744186,0.985401459854015,"0.484848484848485"
"50","RF",0.116279069767442,0.978102189781022,"0.494949494949495"
"51","RF",0.116279069767442,0.978102189781022,"0.505050505050505"
"52","RF",0.116279069767442,0.963503649635037,"0.515151515151515"
"53","RF",0.104651162790698,0.963503649635037,"0.525252525252525"
"54","RF",0.0930232558139535,0.963503649635037,"0.535353535353535"
"55","RF",0.0930232558139535,0.963503649635037,"0.545454545454546"
"56","RF",0.0813953488372093,0.956204379562044,"0.555555555555556"
"57","RF",0.0697674418604651,0.948905109489051,"0.565656565656566"
"58","RF",0.0697674418604651,0.948905109489051,"0.575757575757576"
"59","RF",0.0697674418604651,0.948905109489051,"0.585858585858586"
"60","RF",0.0697674418604651,0.948905109489051,"0.595959595959596"
"61","RF",0.0581395348837209,0.948905109489051,"0.606060606060606"
"62","RF",0.0581395348837209,0.941605839416058,"0.616161616161616"
"63","RF",0.0581395348837209,0.941605839416058,"0.626262626262626"
"64","RF",0.0581395348837209,0.941605839416058,"0.636363636363636"
"65","RF",0.0465116279069767,0.941605839416058,"0.646464646464647"
"66","RF",0.0465116279069767,0.934306569343066,"0.656565656565657"
"67","RF",0.0465116279069767,0.934306569343066,"0.666666666666667"
"68","RF",0.0465116279069767,0.934306569343066,"0.676767676767677"
"69","RF",0.0465116279069767,0.934306569343066,"0.686868686868687"
"70","RF",0.0348837209302326,0.927007299270073,"0.696969696969697"
"71","RF",0.0348837209302326,0.91970802919708,"0.707070707070707"
"72","RF",0.0348837209302326,0.91970802919708,"0.717171717171717"
"73","RF",0.0348837209302326,0.91970802919708,"0.727272727272727"
"74","RF",0.0348837209302326,0.91970802919708,"0.737373737373737"
"75","RF",0.0348837209302326,0.912408759124088,"0.747474747474748"
"76","RF",0.0348837209302326,0.897810218978102,"0.757575757575758"
"77","RF",0.0348837209302326,0.883211678832117,"0.767676767676768"
"78","RF",0.0348837209302326,0.883211678832117,"0.777777777777778"
"79","RF",0.0348837209302326,0.883211678832117,"0.787878787878788"
"80","RF",0.0348837209302326,0.868613138686131,"0.797979797979798"
"81","RF",0.0348837209302326,0.861313868613139,"0.808080808080808"
"82","RF",0.0232558139534884,0.832116788321168,"0.818181818181818"
"83","RF",0.0232558139534884,0.832116788321168,"0.828282828282828"
"84","RF",0.0232558139534884,0.824817518248175,"0.838383838383838"
"85","RF",0.0116279069767442,0.802919708029197,"0.848484848484849"
"86","RF",0.0116279069767442,0.781021897810219,"0.858585858585859"
"87","RF",0.0116279069767442,0.759124087591241,"0.868686868686869"
"88","RF",0.0116279069767442,0.751824817518248,"0.878787878787879"
"89","RF",0.0116279069767442,0.737226277372263,"0.888888888888889"
"90","RF",0.0116279069767442,0.700729927007299,"0.898989898989899"
"91","RF",0.0116279069767442,0.700729927007299,"0.909090909090909"
"92","RF",0.0116279069767442,0.671532846715328,"0.919191919191919"
"93","RF",0.0116279069767442,0.664233576642336,"0.929292929292929"
"94","RF",0.0116279069767442,0.642335766423358,"0.939393939393939"
"95","RF",0.0116279069767442,0.627737226277372,"0.94949494949495"
"96","RF",0.0116279069767442,0.591240875912409,"0.95959595959596"
"97","RF",0.0116279069767442,0.532846715328467,"0.96969696969697"
"98","RF",0,0.481751824817518,"0.97979797979798"
"99","RF",0,0.343065693430657,"0.98989898989899"
"100","RF",0,0,"1"
"101","DECISION TREE",1,1,"0"
"102","DECISION TREE",1,1,"0.0101010101010101"
"103","DECISION TREE",1,1,"0.0202020202020202"
"104","DECISION TREE",1,1,"0.0303030303030303"
"105","DECISION TREE",1,1,"0.0404040404040404"
"106","DECISION TREE",1,1,"0.0505050505050505"
"107","DECISION TREE",0.465116279069767,0.992700729927007,"0.0606060606060606"
"108","DECISION TREE",0.465116279069767,0.992700729927007,"0.0707070707070707"
"109","DECISION TREE",0.465116279069767,0.992700729927007,"0.0808080808080808"
"110","DECISION TREE",0.465116279069767,0.992700729927007,"0.0909090909090909"
"111","DECISION TREE",0.465116279069767,0.992700729927007,"0.101010101010101"
"112","DECISION TREE",0.465116279069767,0.992700729927007,"0.111111111111111"
"113","DECISION TREE",0.465116279069767,0.992700729927007,"0.121212121212121"
"114","DECISION TREE",0.465116279069767,0.992700729927007,"0.131313131313131"
"115","DECISION TREE",0.465116279069767,0.992700729927007,"0.141414141414141"
"116","DECISION TREE",0.465116279069767,0.992700729927007,"0.151515151515152"
"117","DECISION TREE",0.465116279069767,0.992700729927007,"0.161616161616162"
"118","DECISION TREE",0.465116279069767,0.992700729927007,"0.171717171717172"
"119","DECISION TREE",0.465116279069767,0.992700729927007,"0.181818181818182"
"120","DECISION TREE",0.465116279069767,0.992700729927007,"0.191919191919192"
"121","DECISION TREE",0.465116279069767,0.992700729927007,"0.202020202020202"
"122","DECISION TREE",0.465116279069767,0.992700729927007,"0.212121212121212"
"123","DECISION TREE",0.465116279069767,0.992700729927007,"0.222222222222222"
"124","DECISION TREE",0.465116279069767,0.992700729927007,"0.232323232323232"
"125","DECISION TREE",0.465116279069767,0.992700729927007,"0.242424242424242"
"126","DECISION TREE",0.465116279069767,0.992700729927007,"0.252525252525253"
"127","DECISION TREE",0.465116279069767,0.992700729927007,"0.262626262626263"
"128","DECISION TREE",0.465116279069767,0.992700729927007,"0.272727272727273"
"129","DECISION TREE",0.465116279069767,0.992700729927007,"0.282828282828283"
"130","DECISION TREE",0.465116279069767,0.992700729927007,"0.292929292929293"
"131","DECISION TREE",0.465116279069767,0.992700729927007,"0.303030303030303"
"132","DECISION TREE",0.465116279069767,0.992700729927007,"0.313131313131313"
"133","DECISION TREE",0.465116279069767,0.992700729927007,"0.323232323232323"
"134","DECISION TREE",0.465116279069767,0.992700729927007,"0.333333333333333"
"135","DECISION TREE",0.465116279069767,0.992700729927007,"0.343434343434343"
"136","DECISION TREE",0.465116279069767,0.992700729927007,"0.353535353535354"
"137","DECISION TREE",0.465116279069767,0.992700729927007,"0.363636363636364"
"138","DECISION TREE",0.465116279069767,0.992700729927007,"0.373737373737374"
"139","DECISION TREE",0.197674418604651,0.897810218978102,"0.383838383838384"
"140","DECISION TREE",0.197674418604651,0.897810218978102,"0.393939393939394"
"141","DECISION TREE",0.197674418604651,0.897810218978102,"0.404040404040404"
"142","DECISION TREE",0.197674418604651,0.897810218978102,"0.414141414141414"
"143","DECISION TREE",0.197674418604651,0.897810218978102,"0.424242424242424"
"144","DECISION TREE",0.197674418604651,0.897810218978102,"0.434343434343434"
"145","DECISION TREE",0.197674418604651,0.897810218978102,"0.444444444444444"
"146","DECISION TREE",0.197674418604651,0.897810218978102,"0.454545454545455"
"147","DECISION TREE",0.197674418604651,0.897810218978102,"0.464646464646465"
"148","DECISION TREE",0.197674418604651,0.897810218978102,"0.474747474747475"
"149","DECISION TREE",0.197674418604651,0.897810218978102,"0.484848484848485"
"150","DECISION TREE",0.197674418604651,0.897810218978102,"0.494949494949495"
"151","DECISION TREE",0.197674418604651,0.897810218978102,"0.505050505050505"
"152","DECISION TREE",0.197674418604651,0.897810218978102,"0.515151515151515"
"153","DECISION TREE",0.197674418604651,0.897810218978102,"0.525252525252525"
"154","DECISION TREE",0.197674418604651,0.897810218978102,"0.535353535353535"
"155","DECISION TREE",0.197674418604651,0.897810218978102,"0.545454545454546"
"156","DECISION TREE",0.197674418604651,0.897810218978102,"0.555555555555556"
"157","DECISION TREE",0.197674418604651,0.897810218978102,"0.565656565656566"
"158","DECISION TREE",0.197674418604651,0.897810218978102,"0.575757575757576"
"159","DECISION TREE",0.197674418604651,0.897810218978102,"0.585858585858586"
"160","DECISION TREE",0.197674418604651,0.897810218978102,"0.595959595959596"
"161","DECISION TREE",0.197674418604651,0.897810218978102,"0.606060606060606"
"162","DECISION TREE",0.197674418604651,0.897810218978102,"0.616161616161616"
"163","DECISION TREE",0.197674418604651,0.897810218978102,"0.626262626262626"
"164","DECISION TREE",0.197674418604651,0.897810218978102,"0.636363636363636"
"165","DECISION TREE",0.197674418604651,0.897810218978102,"0.646464646464647"
"166","DECISION TREE",0.197674418604651,0.897810218978102,"0.656565656565657"
"167","DECISION TREE",0.197674418604651,0.897810218978102,"0.666666666666667"
"168","DECISION TREE",0.197674418604651,0.897810218978102,"0.676767676767677"
"169","DECISION TREE",0.197674418604651,0.897810218978102,"0.686868686868687"
"170","DECISION TREE",0.197674418604651,0.897810218978102,"0.696969696969697"
"171","DECISION TREE",0.197674418604651,0.897810218978102,"0.707070707070707"
"172","DECISION TREE",0.197674418604651,0.897810218978102,"0.717171717171717"
"173","DECISION TREE",0.197674418604651,0.897810218978102,"0.727272727272727"
"174","DECISION TREE",0.197674418604651,0.897810218978102,"0.737373737373737"
"175","DECISION TREE",0.197674418604651,0.897810218978102,"0.747474747474748"
"176","DECISION TREE",0.197674418604651,0.897810218978102,"0.757575757575758"
"177","DECISION TREE",0.197674418604651,0.897810218978102,"0.767676767676768"
"178","DECISION TREE",0.197674418604651,0.897810218978102,"0.777777777777778"
"179","DECISION TREE",0.197674418604651,0.897810218978102,"0.787878787878788"
"180","DECISION TREE",0.197674418604651,0.897810218978102,"0.797979797979798"
"181","DECISION TREE",0.197674418604651,0.897810218978102,"0.808080808080808"
"182","DECISION TREE",0.197674418604651,0.897810218978102,"0.818181818181818"
"183","DECISION TREE",0.197674418604651,0.897810218978102,"0.828282828282828"
"184","DECISION TREE",0.0232558139534884,0.0656934306569343,"0.838383838383838"
"185","DECISION TREE",0.0232558139534884,0.0656934306569343,"0.848484848484849"
"186","DECISION TREE",0.0116279069767442,0.0583941605839416,"0.858585858585859"
"187","DECISION TREE",0.0116279069767442,0.0583941605839416,"0.868686868686869"
"188","DECISION TREE",0.0116279069767442,0.0583941605839416,"0.878787878787879"
"189","DECISION TREE",0,0,"0.888888888888889"
"190","DECISION TREE",0,0,"0.898989898989899"
"191","DECISION TREE",0,0,"0.909090909090909"
"192","DECISION TREE",0,0,"0.919191919191919"
"193","DECISION TREE",0,0,"0.929292929292929"
"194","DECISION TREE",0,0,"0.939393939393939"
"195","DECISION TREE",0,0,"0.94949494949495"
"196","DECISION TREE",0,0,"0.95959595959596"
"197","DECISION TREE",0,0,"0.96969696969697"
"198","DECISION TREE",0,0,"0.97979797979798"
"199","DECISION TREE",0,0,"0.98989898989899"
"200","DECISION TREE",0,0,"1"
"201","LOGISTIC",1,1,"0"
"202","LOGISTIC",1,1,"0.0101010101010101"
"203","LOGISTIC",1,1,"0.0202020202020202"
"204","LOGISTIC",1,1,"0.0303030303030303"
"205","LOGISTIC",0.953488372093023,1,"0.0404040404040404"
"206","LOGISTIC",0.895348837209302,1,"0.0505050505050505"
"207","LOGISTIC",0.837209302325581,1,"0.0606060606060606"
"208","LOGISTIC",0.825581395348837,1,"0.0707070707070707"
"209","LOGISTIC",0.802325581395349,0.992700729927007,"0.0808080808080808"
"210","LOGISTIC",0.779069767441861,0.992700729927007,"0.0909090909090909"
"211","LOGISTIC",0.755813953488372,0.992700729927007,"0.101010101010101"
"212","LOGISTIC",0.732558139534884,0.992700729927007,"0.111111111111111"
"213","LOGISTIC",0.709302325581395,0.992700729927007,"0.121212121212121"
"214","LOGISTIC",0.651162790697674,0.992700729927007,"0.131313131313131"
"215","LOGISTIC",0.63953488372093,0.992700729927007,"0.141414141414141"
"216","LOGISTIC",0.604651162790698,0.992700729927007,"0.151515151515152"
"217","LOGISTIC",0.581395348837209,0.992700729927007,"0.161616161616162"
"218","LOGISTIC",0.581395348837209,0.992700729927007,"0.171717171717172"
"219","LOGISTIC",0.581395348837209,0.992700729927007,"0.181818181818182"
"220","LOGISTIC",0.569767441860465,0.992700729927007,"0.191919191919192"
"221","LOGISTIC",0.569767441860465,0.985401459854015,"0.202020202020202"
"222","LOGISTIC",0.558139534883721,0.985401459854015,"0.212121212121212"
"223","LOGISTIC",0.546511627906977,0.985401459854015,"0.222222222222222"
"224","LOGISTIC",0.511627906976744,0.970802919708029,"0.232323232323232"
"225","LOGISTIC",0.511627906976744,0.970802919708029,"0.242424242424242"
"226","LOGISTIC",0.488372093023256,0.970802919708029,"0.252525252525253"
"227","LOGISTIC",0.476744186046512,0.970802919708029,"0.262626262626263"
"228","LOGISTIC",0.465116279069767,0.970802919708029,"0.272727272727273"
"229","LOGISTIC",0.441860465116279,0.970802919708029,"0.282828282828283"
"230","LOGISTIC",0.418604651162791,0.970802919708029,"0.292929292929293"
"231","LOGISTIC",0.406976744186047,0.963503649635037,"0.303030303030303"
"232","LOGISTIC",0.383720930232558,0.963503649635037,"0.313131313131313"
"233","LOGISTIC",0.290697674418605,0.948905109489051,"0.323232323232323"
"234","LOGISTIC",0.290697674418605,0.948905109489051,"0.333333333333333"
"235","LOGISTIC",0.290697674418605,0.948905109489051,"0.343434343434343"
"236","LOGISTIC",0.290697674418605,0.934306569343066,"0.353535353535354"
"237","LOGISTIC",0.290697674418605,0.934306569343066,"0.363636363636364"
"238","LOGISTIC",0.27906976744186,0.934306569343066,"0.373737373737374"
"239","LOGISTIC",0.255813953488372,0.934306569343066,"0.383838383838384"
"240","LOGISTIC",0.244186046511628,0.91970802919708,"0.393939393939394"
"241","LOGISTIC",0.244186046511628,0.897810218978102,"0.404040404040404"
"242","LOGISTIC",0.244186046511628,0.89051094890511,"0.414141414141414"
"243","LOGISTIC",0.22093023255814,0.89051094890511,"0.424242424242424"
"244","LOGISTIC",0.22093023255814,0.883211678832117,"0.434343434343434"
"245","LOGISTIC",0.22093023255814,0.875912408759124,"0.444444444444444"
"246","LOGISTIC",0.22093023255814,0.875912408759124,"0.454545454545455"
"247","LOGISTIC",0.22093023255814,0.875912408759124,"0.464646464646465"
"248","LOGISTIC",0.22093023255814,0.875912408759124,"0.474747474747475"
"249","LOGISTIC",0.209302325581395,0.868613138686131,"0.484848484848485"
"250","LOGISTIC",0.209302325581395,0.868613138686131,"0.494949494949495"
"251","LOGISTIC",0.209302325581395,0.846715328467153,"0.505050505050505"
"252","LOGISTIC",0.209302325581395,0.832116788321168,"0.515151515151515"
"253","LOGISTIC",0.174418604651163,0.817518248175182,"0.525252525252525"
"254","LOGISTIC",0.174418604651163,0.817518248175182,"0.535353535353535"
"255","LOGISTIC",0.162790697674419,0.817518248175182,"0.545454545454546"
"256","LOGISTIC",0.151162790697674,0.81021897810219,"0.555555555555556"
"257","LOGISTIC",0.13953488372093,0.81021897810219,"0.565656565656566"
"258","LOGISTIC",0.127906976744186,0.81021897810219,"0.575757575757576"
"259","LOGISTIC",0.104651162790698,0.802919708029197,"0.585858585858586"
"260","LOGISTIC",0.104651162790698,0.802919708029197,"0.595959595959596"
"261","LOGISTIC",0.104651162790698,0.802919708029197,"0.606060606060606"
"262","LOGISTIC",0.104651162790698,0.802919708029197,"0.616161616161616"
"263","LOGISTIC",0.104651162790698,0.802919708029197,"0.626262626262626"
"264","LOGISTIC",0.104651162790698,0.788321167883212,"0.636363636363636"
"265","LOGISTIC",0.104651162790698,0.781021897810219,"0.646464646464647"
"266","LOGISTIC",0.104651162790698,0.781021897810219,"0.656565656565657"
"267","LOGISTIC",0.104651162790698,0.773722627737226,"0.666666666666667"
"268","LOGISTIC",0.0930232558139535,0.751824817518248,"0.676767676767677"
"269","LOGISTIC",0.0930232558139535,0.744525547445255,"0.686868686868687"
"270","LOGISTIC",0.0813953488372093,0.72992700729927,"0.696969696969697"
"271","LOGISTIC",0.0813953488372093,0.72992700729927,"0.707070707070707"
"272","LOGISTIC",0.0697674418604651,0.72992700729927,"0.717171717171717"
"273","LOGISTIC",0.0697674418604651,0.722627737226277,"0.727272727272727"
"274","LOGISTIC",0.0697674418604651,0.708029197080292,"0.737373737373737"
"275","LOGISTIC",0.0697674418604651,0.708029197080292,"0.747474747474748"
"276","LOGISTIC",0.0697674418604651,0.693430656934307,"0.757575757575758"
"277","LOGISTIC",0.0697674418604651,0.693430656934307,"0.767676767676768"
"278","LOGISTIC",0.0697674418604651,0.671532846715328,"0.777777777777778"
"279","LOGISTIC",0.0697674418604651,0.671532846715328,"0.787878787878788"
"280","LOGISTIC",0.0581395348837209,0.671532846715328,"0.797979797979798"
"281","LOGISTIC",0.0581395348837209,0.671532846715328,"0.808080808080808"
"282","LOGISTIC",0.0581395348837209,0.656934306569343,"0.818181818181818"
"283","LOGISTIC",0.0465116279069767,0.64963503649635,"0.828282828282828"
"284","LOGISTIC",0.0465116279069767,0.635036496350365,"0.838383838383838"
"285","LOGISTIC",0.0465116279069767,0.598540145985402,"0.848484848484849"
"286","LOGISTIC",0.0465116279069767,0.583941605839416,"0.858585858585859"
"287","LOGISTIC",0.0348837209302326,0.562043795620438,"0.868686868686869"
